liters_sold_county,month,year,county,date
69790.16000000005,3,2023,WOODBURY,2023-03-01
99040.50000000001,4,2018,BLACK HAWK,2018-04-01
33655.88999999998,4,2018,DALLAS,2018-04-01
54395.759999999995,4,2018,DUBUQUE,2018-04-01
101305.60000000008,4,2018,JOHNSON,2018-04-01
163064.2300000001,4,2018,LINN,2018-04-01
398323.9599999998,4,2018,POLK,2018-04-01
68716.80000000002,4,2018,POTTAWATTAMIE,2018-04-01
117765.64,4,2018,SCOTT,2018-04-01
60546.869999999995,4,2018,STORY,2018-04-01
56939.50999999998,4,2018,WOODBURY,2018-04-01
103183.11000000003,4,2019,BLACK HAWK,2019-04-01
24970.20999999999,4,2019,DALLAS,2019-04-01
60753.43999999999,4,2019,DUBUQUE,2019-04-01
107169.20999999998,4,2019,JOHNSON,2019-04-01
172435.32000000015,4,2019,LINN,2019-04-01
411624.49000000005,4,2019,POLK,2019-04-01
66043.03999999995,4,2019,POTTAWATTAMIE,2019-04-01
135484.57999999996,4,2019,SCOTT,2019-04-01
62777.22999999999,4,2019,STORY,2019-04-01
77129.41999999997,4,2019,WOODBURY,2019-04-01
100851.05000000003,4,2020,BLACK HAWK,2020-04-01
54645.04,4,2020,DALLAS,2020-04-01
56113.210000000014,4,2020,DUBUQUE,2020-04-01
96937.03999999996,4,2020,JOHNSON,2020-04-01
184670.06999999998,4,2020,LINN,2020-04-01
421989.52999999997,4,2020,POLK,2020-04-01
71443.04999999997,4,2020,POTTAWATTAMIE,2020-04-01
125529.59000000001,4,2020,SCOTT,2020-04-01
67243.03000000003,4,2020,STORY,2020-04-01
67851.34,4,2020,WOODBURY,2020-04-01
114867.45000000006,4,2021,BLACK HAWK,2021-04-01
39727.63000000003,4,2021,DALLAS,2021-04-01
74297.02000000003,4,2021,DUBUQUE,2021-04-01
104410.73,4,2021,JOHNSON,2021-04-01
176032.78000000003,4,2021,LINN,2021-04-01
470331.35,4,2021,POLK,2021-04-01
71269.50000000003,4,2021,POTTAWATTAMIE,2021-04-01
127184.08000000002,4,2021,SCOTT,2021-04-01
69302.69000000002,4,2021,STORY,2021-04-01
71653.72999999998,4,2021,WOODBURY,2021-04-01
103091.80000000006,4,2022,BLACK HAWK,2022-04-01
52240.10999999998,4,2022,DALLAS,2022-04-01
67127.40999999999,4,2022,DUBUQUE,2022-04-01
108228.29,4,2022,JOHNSON,2022-04-01
177521.19000000006,4,2022,LINN,2022-04-01
438980.7399999999,4,2022,POLK,2022-04-01
73929.07,4,2022,POTTAWATTAMIE,2022-04-01
133749.45000000004,4,2022,SCOTT,2022-04-01
65237.04999999999,4,2022,STORY,2022-04-01
69451.30999999998,4,2022,WOODBURY,2022-04-01
91925.08000000009,4,2023,BLACK HAWK,2023-04-01
48184.40000000001,4,2023,DALLAS,2023-04-01
53348.81000000002,4,2023,DUBUQUE,2023-04-01
116236.79,4,2023,JOHNSON,2023-04-01
161957.84,4,2023,LINN,2023-04-01
399640.6900000001,4,2023,POLK,2023-04-01
67190.92,4,2023,POTTAWATTAMIE,2023-04-01
107584.12000000004,4,2023,SCOTT,2023-04-01
55164.02999999996,4,2023,STORY,2023-04-01
58542.29999999999,4,2023,WOODBURY,2023-04-01
103913.77000000002,5,2018,BLACK HAWK,2018-05-01
31702.889999999992,5,2018,DALLAS,2018-05-01
73326.89999999997,5,2018,DUBUQUE,2018-05-01
104304.78000000007,5,2018,JOHNSON,2018-05-01
196764.95999999982,5,2018,LINN,2018-05-01
435169.87000000046,5,2018,POLK,2018-05-01
58261.030000000006,5,2018,POTTAWATTAMIE,2018-05-01
140061.95,5,2018,SCOTT,2018-05-01
59480.73999999999,5,2018,STORY,2018-05-01
75225.78999999998,5,2018,WOODBURY,2018-05-01
110604.30000000008,5,2019,BLACK HAWK,2019-05-01
45406.56,5,2019,DALLAS,2019-05-01
65396.84999999998,5,2019,DUBUQUE,2019-05-01
102063.91999999998,5,2019,JOHNSON,2019-05-01
185027.2100000001,5,2019,LINN,2019-05-01
463214.16,5,2019,POLK,2019-05-01
83627.20999999998,5,2019,POTTAWATTAMIE,2019-05-01
139459.62000000002,5,2019,SCOTT,2019-05-01
62522.64999999999,5,2019,STORY,2019-05-01
77279.61999999998,5,2019,WOODBURY,2019-05-01
97244.62999999999,5,2020,BLACK HAWK,2020-05-01
59498.81999999997,5,2020,DALLAS,2020-05-01
56950.419999999955,5,2020,DUBUQUE,2020-05-01
101156.56999999999,5,2020,JOHNSON,2020-05-01
177302.43000000002,5,2020,LINN,2020-05-01
385151.3600000001,5,2020,POLK,2020-05-01
71047.24000000002,5,2020,POTTAWATTAMIE,2020-05-01
139343.17000000007,5,2020,SCOTT,2020-05-01
58825.13999999998,5,2020,STORY,2020-05-01
57017.97999999998,5,2020,WOODBURY,2020-05-01
105435.71999999994,5,2021,BLACK HAWK,2021-05-01
53090.22999999999,5,2021,DALLAS,2021-05-01
63049.209999999955,5,2021,DUBUQUE,2021-05-01
101793.25000000003,5,2021,JOHNSON,2021-05-01
181055.47000000003,5,2021,LINN,2021-05-01
408189.75999999983,5,2021,POLK,2021-05-01
71760.46,5,2021,POTTAWATTAMIE,2021-05-01
129388.36,5,2021,SCOTT,2021-05-01
57443.929999999986,5,2021,STORY,2021-05-01
61726.28999999999,5,2021,WOODBURY,2021-05-01
101925.59000000003,5,2022,BLACK HAWK,2022-05-01
63473.659999999945,5,2022,DALLAS,2022-05-01
60521.829999999994,5,2022,DUBUQUE,2022-05-01
116099.40999999996,5,2022,JOHNSON,2022-05-01
186087.9299999999,5,2022,LINN,2022-05-01
436278.11,5,2022,POLK,2022-05-01
68421.67,5,2022,POTTAWATTAMIE,2022-05-01
126325.64999999995,5,2022,SCOTT,2022-05-01
59907.35,5,2022,STORY,2022-05-01
63302.400000000016,5,2022,WOODBURY,2022-05-01
104774.60000000011,5,2023,BLACK HAWK,2023-05-01
64237.26,5,2023,DALLAS,2023-05-01
63556.65999999997,5,2023,DUBUQUE,2023-05-01
117432.11000000003,5,2023,JOHNSON,2023-05-01
189517.89000000004,5,2023,LINN,2023-05-01
469186.7599999998,5,2023,POLK,2023-05-01
64154.71999999999,5,2023,POTTAWATTAMIE,2023-05-01
146715.32000000004,5,2023,SCOTT,2023-05-01
65909.91999999997,5,2023,STORY,2023-05-01
64062.54999999997,5,2023,WOODBURY,2023-05-01
98547.26999999999,6,2018,BLACK HAWK,2018-06-01
42116.26999999999,6,2018,DALLAS,2018-06-01
57039.490000000005,6,2018,DUBUQUE,2018-06-01
100125.62000000001,6,2018,JOHNSON,2018-06-01
156933.10999999996,6,2018,LINN,2018-06-01
415689.50999999995,6,2018,POLK,2018-06-01
74997.50999999997,6,2018,POTTAWATTAMIE,2018-06-01
125330.91999999997,6,2018,SCOTT,2018-06-01
47180.25999999999,6,2018,STORY,2018-06-01
61958.92000000003,6,2018,WOODBURY,2018-06-01
100192.05000000003,6,2019,BLACK HAWK,2019-06-01
50096.69999999998,6,2019,DALLAS,2019-06-01
53867.999999999985,6,2019,DUBUQUE,2019-06-01
99047.87999999998,6,2019,JOHNSON,2019-06-01
158409.01999999993,6,2019,LINN,2019-06-01
408127.67999999993,6,2019,POLK,2019-06-01
69615.35999999999,6,2019,POTTAWATTAMIE,2019-06-01
144208.43000000005,6,2019,SCOTT,2019-06-01
48382.32999999999,6,2019,STORY,2019-06-01
57500.33999999998,6,2019,WOODBURY,2019-06-01
126133.77000000005,6,2020,BLACK HAWK,2020-06-01
80785.52000000002,6,2020,DALLAS,2020-06-01
64395.39999999997,6,2020,DUBUQUE,2020-06-01
123370.12000000002,6,2020,JOHNSON,2020-06-01
190720.59999999998,6,2020,LINN,2020-06-01
440467.2500000001,6,2020,POLK,2020-06-01
64940.409999999945,6,2020,POTTAWATTAMIE,2020-06-01
172325.07000000004,6,2020,SCOTT,2020-06-01
51062.49999999998,6,2020,STORY,2020-06-01
77059.46000000005,6,2020,WOODBURY,2020-06-01
112885.26,6,2021,BLACK HAWK,2021-06-01
72752.48999999998,6,2021,DALLAS,2021-06-01
60523.07000000001,6,2021,DUBUQUE,2021-06-01
133111.37999999992,6,2021,JOHNSON,2021-06-01
193034.31000000008,6,2021,LINN,2021-06-01
457893.90999999986,6,2021,POLK,2021-06-01
69997.81000000001,6,2021,POTTAWATTAMIE,2021-06-01
175846.1900000001,6,2021,SCOTT,2021-06-01
56424.83999999998,6,2021,STORY,2021-06-01
73270.65999999992,6,2021,WOODBURY,2021-06-01
112822.78999999995,6,2022,BLACK HAWK,2022-06-01
58100.380000000005,6,2022,DALLAS,2022-06-01
55217.70999999998,6,2022,DUBUQUE,2022-06-01
109680.53,6,2022,JOHNSON,2022-06-01
173509.69999999995,6,2022,LINN,2022-06-01
453139.50000000006,6,2022,POLK,2022-06-01
79399.37999999999,6,2022,POTTAWATTAMIE,2022-06-01
138995.22,6,2022,SCOTT,2022-06-01
59940.88999999997,6,2022,STORY,2022-06-01
75003.13,6,2022,WOODBURY,2022-06-01
114228.62999999998,6,2023,BLACK HAWK,2023-06-01
63006.53999999995,6,2023,DALLAS,2023-06-01
62971.239999999954,6,2023,DUBUQUE,2023-06-01
115011.44000000005,6,2023,JOHNSON,2023-06-01
193411.86000000004,6,2023,LINN,2023-06-01
477467.24999999977,6,2023,POLK,2023-06-01
83732.15999999997,6,2023,POTTAWATTAMIE,2023-06-01
131619.24000000005,6,2023,SCOTT,2023-06-01
48123.13999999998,6,2023,STORY,2023-06-01
84755.98000000001,6,2023,WOODBURY,2023-06-01
92726.29000000002,7,2018,BLACK HAWK,2018-07-01
43032.569999999985,7,2018,DALLAS,2018-07-01
62557.86,7,2018,DUBUQUE,2018-07-01
104622.23999999995,7,2018,JOHNSON,2018-07-01
160115.95999999996,7,2018,LINN,2018-07-01
378960.03000000026,7,2018,POLK,2018-07-01
57116.89,7,2018,POTTAWATTAMIE,2018-07-01
109304.56,7,2018,SCOTT,2018-07-01
42545.17999999999,7,2018,STORY,2018-07-01
54908.700000000026,7,2018,WOODBURY,2018-07-01
107683.89000000003,7,2019,BLACK HAWK,2019-07-01
65359.87000000001,7,2019,DALLAS,2019-07-01
64107.240000000005,7,2019,DUBUQUE,2019-07-01
100760.04999999994,7,2019,JOHNSON,2019-07-01
156077.29000000007,7,2019,LINN,2019-07-01
420824.03,7,2019,POLK,2019-07-01
74281.42999999996,7,2019,POTTAWATTAMIE,2019-07-01
151479.88,7,2019,SCOTT,2019-07-01
51512.54999999999,7,2019,STORY,2019-07-01
84901.57999999996,7,2019,WOODBURY,2019-07-01
104834.07000000005,7,2020,BLACK HAWK,2020-07-01
54603.84999999999,7,2020,DALLAS,2020-07-01
64804.19,7,2020,DUBUQUE,2020-07-01
105009.61000000003,7,2020,JOHNSON,2020-07-01
192525.7799999999,7,2020,LINN,2020-07-01
437856.5100000003,7,2020,POLK,2020-07-01
81567.16999999995,7,2020,POTTAWATTAMIE,2020-07-01
145271.62,7,2020,SCOTT,2020-07-01
58840.10000000001,7,2020,STORY,2020-07-01
62988.62999999997,7,2020,WOODBURY,2020-07-01
115423.59999999998,7,2021,BLACK HAWK,2021-07-01
60212.76999999998,7,2021,DALLAS,2021-07-01
59197.07000000002,7,2021,DUBUQUE,2021-07-01
104081.29999999999,7,2021,JOHNSON,2021-07-01
181008.70000000004,7,2021,LINN,2021-07-01
447766.82,7,2021,POLK,2021-07-01
84165.94000000002,7,2021,POTTAWATTAMIE,2021-07-01
128434.01999999995,7,2021,SCOTT,2021-07-01
58645.16999999997,7,2021,STORY,2021-07-01
75964.60999999994,7,2021,WOODBURY,2021-07-01
90567.36,7,2022,BLACK HAWK,2022-07-01
48266.40999999993,7,2022,DALLAS,2022-07-01
61465.88999999994,7,2022,DUBUQUE,2022-07-01
85272.34000000001,7,2022,JOHNSON,2022-07-01
159006.04000000007,7,2022,LINN,2022-07-01
394917.1399999999,7,2022,POLK,2022-07-01
61650.029999999984,7,2022,POTTAWATTAMIE,2022-07-01
96961.76000000002,7,2022,SCOTT,2022-07-01
39725.44000000002,7,2022,STORY,2022-07-01
53944.28999999998,7,2022,WOODBURY,2022-07-01
87769.74000000002,7,2023,BLACK HAWK,2023-07-01
50851.79,7,2023,DALLAS,2023-07-01
51454.81,7,2023,DUBUQUE,2023-07-01
104567.31000000006,7,2023,JOHNSON,2023-07-01
150869.65000000014,7,2023,LINN,2023-07-01
422793.8899999999,7,2023,POLK,2023-07-01
60225.69000000001,7,2023,POTTAWATTAMIE,2023-07-01
108608.32999999996,7,2023,SCOTT,2023-07-01
40294.13999999998,7,2023,STORY,2023-07-01
60557.51999999997,7,2023,WOODBURY,2023-07-01
112112.00999999992,8,2018,BLACK HAWK,2018-08-01
54352.81000000001,8,2018,DALLAS,2018-08-01
52945.91999999999,8,2018,DUBUQUE,2018-08-01
119714.96999999999,8,2018,JOHNSON,2018-08-01
169909.6000000001,8,2018,LINN,2018-08-01
407878.5599999999,8,2018,POLK,2018-08-01
75357.19999999997,8,2018,POTTAWATTAMIE,2018-08-01
130564.15999999995,8,2018,SCOTT,2018-08-01
69728.18000000001,8,2018,STORY,2018-08-01
69509.94,8,2018,WOODBURY,2018-08-01
88317.88999999997,8,2019,BLACK HAWK,2019-08-01
31521.789999999975,8,2019,DALLAS,2019-08-01
51340.100000000006,8,2019,DUBUQUE,2019-08-01
107443.60000000003,8,2019,JOHNSON,2019-08-01
183075.49999999997,8,2019,LINN,2019-08-01
401445.9099999999,8,2019,POLK,2019-08-01
60770.05999999995,8,2019,POTTAWATTAMIE,2019-08-01
112372.82000000008,8,2019,SCOTT,2019-08-01
53393.32,8,2019,STORY,2019-08-01
48280.79999999997,8,2019,WOODBURY,2019-08-01
100707.25000000003,8,2020,BLACK HAWK,2020-08-01
55878.13999999997,8,2020,DALLAS,2020-08-01
68985.5,8,2020,DUBUQUE,2020-08-01
115794.26999999995,8,2020,JOHNSON,2020-08-01
162233.60000000012,8,2020,LINN,2020-08-01
418927.04999999993,8,2020,POLK,2020-08-01
66714.47999999998,8,2020,POTTAWATTAMIE,2020-08-01
153331.74000000002,8,2020,SCOTT,2020-08-01
71299.55,8,2020,STORY,2020-08-01
64777.540000000015,8,2020,WOODBURY,2020-08-01
105258.30999999998,8,2021,BLACK HAWK,2021-08-01
52023.15999999999,8,2021,DALLAS,2021-08-01
67996.18999999996,8,2021,DUBUQUE,2021-08-01
125435.36999999997,8,2021,JOHNSON,2021-08-01
178253.42000000004,8,2021,LINN,2021-08-01
452748.94,8,2021,POLK,2021-08-01
69406.71,8,2021,POTTAWATTAMIE,2021-08-01
155360.93000000005,8,2021,SCOTT,2021-08-01
65011.040000000015,8,2021,STORY,2021-08-01
74346.43,8,2021,WOODBURY,2021-08-01
101522.31999999999,8,2022,BLACK HAWK,2022-08-01
71925.08,8,2022,DALLAS,2022-08-01
65950.17000000001,8,2022,DUBUQUE,2022-08-01
142598.47999999995,8,2022,JOHNSON,2022-08-01
183963.4500000001,8,2022,LINN,2022-08-01
477692.89999999985,8,2022,POLK,2022-08-01
73048.85000000002,8,2022,POTTAWATTAMIE,2022-08-01
146569.75999999992,8,2022,SCOTT,2022-08-01
74862.51000000005,8,2022,STORY,2022-08-01
70879.61000000003,8,2022,WOODBURY,2022-08-01
108616.83000000006,8,2023,BLACK HAWK,2023-08-01
63993.00000000001,8,2023,DALLAS,2023-08-01
56819.39999999999,8,2023,DUBUQUE,2023-08-01
125381.27999999997,8,2023,JOHNSON,2023-08-01
187935.69999999998,8,2023,LINN,2023-08-01
444549.4900000001,8,2023,POLK,2023-08-01
75226.26999999999,8,2023,POTTAWATTAMIE,2023-08-01
142807.74,8,2023,SCOTT,2023-08-01
72402.88000000002,8,2023,STORY,2023-08-01
72952.36999999998,8,2023,WOODBURY,2023-08-01
80864.05000000002,9,2018,BLACK HAWK,2018-09-01
22814.390000000003,9,2018,DALLAS,2018-09-01
53366.72,9,2018,DUBUQUE,2018-09-01
96560.28999999998,9,2018,JOHNSON,2018-09-01
140746.51,9,2018,LINN,2018-09-01
351208.2499999999,9,2018,POLK,2018-09-01
49676.34999999999,9,2018,POTTAWATTAMIE,2018-09-01
96924.73000000003,9,2018,SCOTT,2018-09-01
59125.88000000003,9,2018,STORY,2018-09-01
55015.779999999984,9,2018,WOODBURY,2018-09-01
86052.52000000002,9,2019,BLACK HAWK,2019-09-01
29915.950000000004,9,2019,DALLAS,2019-09-01
52827.24999999998,9,2019,DUBUQUE,2019-09-01
100010.60000000005,9,2019,JOHNSON,2019-09-01
146546.82,9,2019,LINN,2019-09-01
400605.27999999997,9,2019,POLK,2019-09-01
57267.96999999999,9,2019,POTTAWATTAMIE,2019-09-01
122537.31999999995,9,2019,SCOTT,2019-09-01
59241.52999999996,9,2019,STORY,2019-09-01
52152.79999999997,9,2019,WOODBURY,2019-09-01
119747.40999999999,9,2020,BLACK HAWK,2020-09-01
69305.10999999999,9,2020,DALLAS,2020-09-01
65636.74000000002,9,2020,DUBUQUE,2020-09-01
133311.68000000005,9,2020,JOHNSON,2020-09-01
162592.43000000005,9,2020,LINN,2020-09-01
452382.25999999995,9,2020,POLK,2020-09-01
87152.32000000004,9,2020,POTTAWATTAMIE,2020-09-01
165008.57000000012,9,2020,SCOTT,2020-09-01
75336.31000000001,9,2020,STORY,2020-09-01
90922.34000000001,9,2020,WOODBURY,2020-09-01
116748.04999999996,9,2021,BLACK HAWK,2021-09-01
49396.28999999999,9,2021,DALLAS,2021-09-01
57252.48999999996,9,2021,DUBUQUE,2021-09-01
117118.88000000012,9,2021,JOHNSON,2021-09-01
173516.83000000005,9,2021,LINN,2021-09-01
451721.2100000002,9,2021,POLK,2021-09-01
73135.47999999997,9,2021,POTTAWATTAMIE,2021-09-01
138051.53000000006,9,2021,SCOTT,2021-09-01
86853.65000000001,9,2021,STORY,2021-09-01
68167.12999999999,9,2021,WOODBURY,2021-09-01
115759.35,9,2022,BLACK HAWK,2022-09-01
64141.27999999998,9,2022,DALLAS,2022-09-01
61380.32999999999,9,2022,DUBUQUE,2022-09-01
114072.37000000004,9,2022,JOHNSON,2022-09-01
177346.68000000002,9,2022,LINN,2022-09-01
422286.1799999999,9,2022,POLK,2022-09-01
68332.99999999997,9,2022,POTTAWATTAMIE,2022-09-01
107659.71999999993,9,2022,SCOTT,2022-09-01
64775.98999999999,9,2022,STORY,2022-09-01
71488.46999999999,9,2022,WOODBURY,2022-09-01
89351.47000000002,9,2023,BLACK HAWK,2023-09-01
49971.079999999994,9,2023,DALLAS,2023-09-01
64056.64999999998,9,2023,DUBUQUE,2023-09-01
101193.11000000003,9,2023,JOHNSON,2023-09-01
149851.33999999994,9,2023,LINN,2023-09-01
403372.1800000002,9,2023,POLK,2023-09-01
69719.35000000003,9,2023,POTTAWATTAMIE,2023-09-01
106780.95999999999,9,2023,SCOTT,2023-09-01
54102.58999999997,9,2023,STORY,2023-09-01
62579.54000000002,9,2023,WOODBURY,2023-09-01
